"""STATION"",""NAME"",""DATE"",","""PRC","P""",,,,
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/11/13,35.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/12/13,9.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/13/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/16/13,6.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/17/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/18/13,7.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/19/13,47.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/20/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/22/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/23/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/24/13,18.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/25/13,3.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/26/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/27/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/28/13,7.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/29/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",4/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/1/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/2/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/3/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/6/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/7/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/8/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/9/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/10/13,4.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/12/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/13/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/16/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/18/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/20/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/22/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/23/13,6.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/24/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/27/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/28/13,13.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/29/13,2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",5/31/13,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/1/13,42.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/2/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/3/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/6/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/7/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/8/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/9/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/10/13,3.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/11/13,2.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/12/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/13/13,23.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/16/13,15
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/18/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/20/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/22/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/23/13,2.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/25/13,3.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/26/13,19.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/27/13,45.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/29/13,5.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",6/30/13,16
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/1/13,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/2/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/3/13,8.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/4/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/5/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/6/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/7/13,7.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/8/13,7.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/9/13,2.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/10/13,11.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/11/13,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/12/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/13/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/16/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/18/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/20/13,26.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/22/13,11.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/23/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/27/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",7/31/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/1/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/2/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/3/13,3.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/6/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/7/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/8/13,13.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/9/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/10/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/12/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/13/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/16/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/18/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/20/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/22/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/23/13,6.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/27/13,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/28/13,4.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",8/31/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/1/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/2/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/3/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/6/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/7/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/8/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/9/13,5.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/10/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/12/13,9.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/13/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/16/13,5.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/18/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/20/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/21/13,10.2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/22/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/23/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/27/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",9/30/13,7.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/1/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/2/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/3/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/4/13,2
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/5/13,11.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/6/13,9.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/7/13,9.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/8/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/9/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/10/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/12/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/13/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/16/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/17/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/18/13,4.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/19/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/20/13,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/21/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/22/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/23/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/27/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",10/31/13,18.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/1/13,35.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/2/13,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/3/13,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/6/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/7/13,2.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/8/13,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/9/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/10/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/12/13,5.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/13/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/14/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/15/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/16/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/17/13,9.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/18/13,26.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/20/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/21/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/22/13,12.4
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/23/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/26/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/27/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",11/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/1/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/2/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/3/13,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/4/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/5/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/6/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/7/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/8/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/9/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/10/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/11/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/12/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/13/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/14/13,1.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/15/13,8.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/16/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/17/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/18/13,0.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/19/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/20/13,1.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/21/13,11.9
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/22/13,32.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/23/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/24/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/25/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/26/13,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/27/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/28/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/29/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/30/13,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",12/31/13,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/2/14,
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/3/14,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/4/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/6/14,
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/7/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/8/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/9/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/10/14,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/11/14,13.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/12/14,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/13/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/14/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/15/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/16/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/17/14,4.6
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/18/14,0.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/19/14,1.3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/20/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/21/14,1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/22/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/23/14,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/24/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/25/14,2.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/26/14,4.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/27/14,3
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/28/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/29/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/30/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",1/31/14,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/1/14,4.1
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/2/14,13.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/3/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/4/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/5/14,13.7
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/6/14,1.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/7/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/8/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/9/14,2.5
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/10/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/11/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/12/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/13/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/14/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/15/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/16/14,0.8
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/17/14,0
"""US1OHWL0005"",""ALVORDTON",0.5,"E,",OH,"US""",2/18/14,3.8
